,Unnamed: 0,Period,Data_value,STATUS,STATUS_Labeled,Series_reference_BDCQ.SEA1AA,Series_reference_BDCQ.SEA1AS,Series_reference_BDCQ.SEA1AT,Series_reference_BDCQ.SEA1BA,Series_reference_BDCQ.SEA1BS,Series_reference_BDCQ.SEA1BT,Series_reference_BDCQ.SEA1CA,Series_reference_BDCQ.SEA1CS,Series_reference_BDCQ.SEA1CT,Series_reference_BDCQ.SEA1DA,Series_reference_BDCQ.SEA1DS,"Series_title_2_Agriculture, Forestry and Fishing","Series_title_2_Electricity, Gas, Water and Waste Services",Series_title_2_Manufacturing,Series_title_2_Mining,Series_title_3_Actual,Series_title_3_Seasonally adjusted,Series_title_3_Trend
0,0,2011.06,80078,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,2011.09,78324,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,2,2011.12,85850,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,3,2012.03,90743,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,4,2012.06,81780,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,5,2012.09,79261,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6,6,2012.12,87793,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,7,2013.03,91571,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8,8,2013.06,81687,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9,9,2013.09,81471,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10,10,2013.12,93950,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,11,2014.03,97208,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,12,2014.06,85879,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13,13,2014.09,84447,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14,14,2014.12,95075,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15,15,2015.03,98202,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16,16,2015.06,87987,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17,17,2015.09,84529,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,18,2015.12,96848,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19,19,2016.03,99291,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20,20,2016.06,88716,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21,21,2016.09,85933,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,22,2016.12,96540,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23,23,2017.03,98994,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24,24,2017.06,90510,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25,25,2017.09,87089,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,26,2017.12,98933,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27,27,2018.03,101168,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28,28,2018.06,90766,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
29,29,2018.09,86929,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30,30,2018.12,100290,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,31,2019.03,102031,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32,32,2019.06,90836,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33,33,2019.09,88032,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34,34,2019.12,100531,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35,35,2020.03,100947,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36,36,2020.06,93239,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37,37,2020.09,93706,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38,38,2020.12,103593,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39,39,2021.03,102002,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40,40,2021.06,93431,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
41,41,2021.09,92353,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42,42,2021.12,102896,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43,43,2022.03,101092,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44,44,2022.06,94757,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
45,45,2022.09,91674,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
46,46,2022.12,99680,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47,47,2023.03,98706,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
48,48,2023.06,92576,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
49,49,2023.09,90647,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
50,50,2023.12,100561,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
51,51,2024.03,100429,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
52,52,2024.06,92037,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
53,53,2024.09,90079,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
54,54,2024.12,100318,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
55,55,2025.03,99703,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
56,56,2025.06,92128,F,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
57,57,2025.09,90814,R,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
58,58,2011.06,83851,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
59,59,2011.09,84142,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,60,2011.12,82663,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
61,61,2012.03,84321,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
62,62,2012.06,85700,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
63,63,2012.09,85208,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
64,64,2012.12,84420,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
65,65,2013.03,85085,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
66,66,2013.06,85658,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
67,67,2013.09,87742,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
68,68,2013.12,90098,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
69,69,2014.03,90413,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70,70,2014.06,90029,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
71,71,2014.09,91075,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
72,72,2014.12,91007,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
73,73,2015.03,91515,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
74,74,2015.06,92019,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
75,75,2015.09,91355,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
76,76,2015.12,92546,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
77,77,2016.03,92748,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
78,78,2016.06,92576,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
79,79,2016.09,92920,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80,80,2016.12,92189,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
81,81,2017.03,92657,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
82,82,2017.06,94320,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
83,83,2017.09,94201,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
84,84,2017.12,94258,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
85,85,2018.03,94944,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
86,86,2018.06,94735,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
87,87,2018.09,93701,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
88,88,2018.12,95345,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
89,89,2019.03,96205,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
90,90,2019.06,94949,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
91,91,2019.09,94336,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
92,92,2019.12,95431,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
93,93,2020.03,95827,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
94,94,2020.06,97448,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
95,95,2020.09,99657,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
96,96,2020.12,98469,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
97,97,2021.03,97449,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
98,98,2021.06,97336,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
99,99,2021.09,97770,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
100,100,2021.12,98027,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
101,101,2022.03,96949,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
102,102,2022.06,98367,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
103,103,2022.09,96900,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
104,104,2022.12,95144,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
105,105,2023.03,94746,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
106,106,2023.06,95929,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
107,107,2023.09,95870,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
108,108,2023.12,96018,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
109,109,2024.03,96323,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
110,110,2024.06,95434,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
111,111,2024.09,95298,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
112,112,2024.12,95739,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
113,113,2025.03,95575,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
114,114,2025.06,95631,R,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
115,115,2025.09,96071,F,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
116,116,2011.06,83962,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
117,117,2011.09,83978,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
118,118,2011.12,83924,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
119,119,2012.03,84528,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
120,120,2012.06,85382,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
121,121,2012.09,85195,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
122,122,2012.12,84662,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
123,123,2013.03,84853,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
124,124,2013.06,85867,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
125,125,2013.09,87821,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
126,126,2013.12,89828,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
127,127,2014.03,90363,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
128,128,2014.06,90388,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
129,129,2014.09,90773,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
130,130,2014.12,91172,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
131,131,2015.03,91558,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
132,132,2015.06,91713,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
133,133,2015.09,91788,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
134,134,2015.12,92293,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
135,135,2016.03,92727,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
136,136,2016.06,92758,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
137,137,2016.09,92636,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
138,138,2016.12,92356,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
139,139,2017.03,92875,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
140,140,2017.06,93957,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
141,141,2017.09,94311,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
142,142,2017.12,94403,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
143,143,2018.03,94794,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
144,144,2018.06,94615,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
145,145,2018.09,94464,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
146,146,2018.12,95321,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
147,147,2019.03,95872,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
148,148,2019.06,95074,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
149,149,2019.09,94591,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
150,150,2019.12,95113,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
151,151,2020.03,96021,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
152,152,2020.06,97669,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
153,153,2020.09,99055,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
154,154,2020.12,98652,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
155,155,2021.03,97536,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
156,156,2021.06,97363,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
157,157,2021.09,97707,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
158,158,2021.12,98042,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
159,159,2022.03,98351,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
160,160,2022.06,98162,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
161,161,2022.09,96874,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
162,162,2022.12,95251,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
163,163,2023.03,94959,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
164,164,2023.06,95596,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
165,165,2023.09,95970,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
166,166,2023.12,96116,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
167,167,2024.03,96081,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
168,168,2024.06,95590,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
169,169,2024.09,95372,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
170,170,2024.12,95592,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
171,171,2025.03,95624,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
172,172,2025.06,95711,R,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
173,173,2025.09,95964,F,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
174,174,2011.06,5234,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
175,175,2011.09,5268,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
176,176,2011.12,5499,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
177,177,2012.03,5811,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
178,178,2012.06,5847,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
179,179,2012.09,5922,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
180,180,2012.12,5722,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
181,181,2013.03,5487,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
182,182,2013.06,5506,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
183,183,2013.09,5540,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
184,184,2013.12,5492,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
185,185,2014.03,6004,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
186,186,2014.06,5886,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
187,187,2014.09,5815,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
188,188,2014.12,5592,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
189,189,2015.03,5300,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
190,190,2015.06,5422,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
191,191,2015.09,5199,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
192,192,2015.12,5060,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
193,193,2016.03,5194,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
194,194,2016.06,5080,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
195,195,2016.09,5129,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
196,196,2016.12,5157,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
197,197,2017.03,5264,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
198,198,2017.06,5164,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
199,199,2017.09,5208,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
200,200,2017.12,5381,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
201,201,2018.03,5370,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
202,202,2018.06,5385,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
203,203,2018.09,5461,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
204,204,2018.12,5434,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
205,205,2019.03,5437,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
206,206,2019.06,5068,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
207,207,2019.09,5370,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
208,208,2019.12,5165,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
209,209,2020.03,5267,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
210,210,2020.06,5245,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
211,211,2020.09,5355,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
212,212,2020.12,5295,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
213,213,2021.03,5384,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
214,214,2021.06,5353,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
215,215,2021.09,5354,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
216,216,2021.12,5410,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
217,217,2022.03,5427,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
218,218,2022.06,5548,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
